X,Y,OBJECTID,Sign_Type,Size_,Supplement,Sign_Post,Year_Insta,Category,Notes,MUTCD,Ownership,FACILITYID,Schools,Location_Adjusted,Replacement_Zone,Sign_Text,Set_ID,FieldVerifiedDate,GlobalID
-9821604.85229509,4881952.11741542,8165,No Parking 30 min Loading Zone Commercial Vehicles Only,"18"" X 24""", ,Unpunched Telespar, ,Parking,,R7-1,Champaign,8763,,AERIAL,I,,6274,,{EAFD6A35-4EAC-4F10-AD93-4D139EA084B6}
-9821604.29224682,4881885.77885883,8166,No Parking 30 min Loading Zone Commercial Vehicles Only,"18"" X 24""", ,Unpunched Telespar, ,Parking,,R7-1,Champaign,8764,,AERIAL,I,,6275,,{E2362EC7-D09B-4905-9E43-010EF9BD757D}
-9821604.01685515,4881852.61433875,8167,No Parking 2am-5am,"18"" X 24""", ,Streetlight, ,Parking, ,R7-2,Champaign,8765,,AERIAL,I,,6276,,{454333D3-4EFC-4736-A12A-87F6FBC00C9F}
-9821606.91380526,4881655.44344982,8168,No Parking Loading Zone Commercial Vehicles Only,"18"" X 24""", ,Streetlight, ,Parking,,R7-6,Champaign,8766,,AERIAL,I,,6277,,{9B845B48-90F5-4B85-8D6C-3CB875F09B3C}
-9821578.28502989,4881305.90929573,8169,No Parking,"12"" X 18""", ,Unpunched Telespar, ,Parking,,R7-1,Champaign,8767,,AERIAL,I,,6278,,{B6EE4CF4-8DF2-4946-8090-A9CEBCD69372}
-9821579.11095089,4881355.20625204,8170,No Parking,"12"" X 18""", ,Unpunched Telespar, ,Parking, ,R7-1,Champaign,8768,,AERIAL,I,,6279,,{A08D7B80-2DE4-4412-B656-198EC8971FB7}
-9821580.77828615,4881464.44971099,8171,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8769,,AERIAL,I,,6280,,{B629018B-D35A-454C-A8F6-71DCCFBA7DE9}
-9821576.5929467,4881490.65640305,8172,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8770,,AERIAL,I,,6281,,{0791DB0F-67EC-456B-80B3-CEE1E5D8E273}
-9821577.61020838,4881549.71674315,8173,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8771,,AERIAL,I,,6282,,{E09C20CF-2C2B-4EAF-9308-BA32D776ED2D}
-9821578.93345103,4881607.62268502,8174,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8772,,AERIAL,I,,6283,,{6112DF28-26C6-4B68-9F9F-8AA6915557A8}
-9821579.08239243,4881661.7170886,8175,No Parking,"12"" X 18""", ,Streetlight, ,Parking,,R7-1,Champaign,8773,,AERIAL,I,,6284,,{3F32939D-4980-4B3D-9652-1DD39E587707}
-9821580.99066829,4881770.30192988,8176,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8774,,AERIAL,I,,6285,,{0EC5A3AB-036C-4991-9BC8-954E3D4BE6D3}
-9821581.71026486,4881818.33789873,8177,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8775,,AERIAL,I,,6286,,{CB1543CA-6685-4809-B484-52137F09E8B2}
-9821582.69158364,4881883.9494982,8178,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8776,,AERIAL,I,,6287,,{9EEEAFC5-7E3A-44B6-8CDD-2A6777F6184A}
-9821584.91324285,4882058.61957251,8179,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8777,,AERIAL,I,,6288,,{3E0DAD82-B8C0-4ADF-8F4C-B5ED80A1F5A6}
-9821585.57926063,4882118.77076287,8180,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8778,,AERIAL,I,,6106,,{A2CE7EB9-8F2E-418F-9D6A-EE80E8E4DA27}
-9821585.82625499,4882173.46738963,8181,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8779,,AERIAL,I,,6289,,{2890F924-A9CD-45C5-AB50-AA443DA2B34C}
-9821587.45605962,4882235.41557601,8182,No Parking 2am-5am,"12"" X 18""", ,Streetlight, ,Parking, ,R7-2,Champaign,8780,,AERIAL,I,,6290,,{57EF41B4-EDEC-4A1B-96C0-F7CF8FC78160}
-9821587.79044411,4882294.44489183,8183,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8781,,AERIAL,I,,6107,,{CB7C6E69-1480-4147-B071-D0502860A447}
-9821932.71889784,4882323.81716034,8184,No Parking This Side,"12"" X 18""", ,Streetlight, ,Parking, ,HR7-13,IDOT,8782,,AERIAL,I,,6291,,{CBE021F9-A9E0-40EE-ACC0-143B6D799B06}
-9821879.69954148,4882324.22196006,8185,No Parking This Side,"12"" X 18""", ,Streetlight, ,Parking, ,HR7-13,IDOT,8783,,AERIAL,I,,6292,,{949A2462-6FA3-4BEA-9F1F-A1B09C5D5DFC}
-9821776.61806412,4882286.66687235,8186,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,8784,,AERIAL,I,,6293,,{8CD5D830-A505-4492-ACC4-0E4468DBA478}
-9821775.58718527,4882200.35759727,8187,No Parking 2am-5am,"12"" X 18""", ,Punched Telespar,,Parking, ,R7-2,Champaign,8785,,AERIAL,I,,6294,,{C60EC205-E257-4BE5-A6A7-3D8FD4F77658}
-9821835.73748156,4882164.93408689,8188,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8788,,AERIAL,I,,6296,,{8EC01A84-6885-48BE-B900-7F82D2F43391}
-9821910.06722786,4882165.51305832,8189,No Parking 2am-5am,"12"" X 18""", ,Streetlight,2016,Parking, ,R7-2,Champaign,8789,,AERIAL,I,,6297,,{9A728825-3776-4418-A69F-C376DA192123}
-9821803.48422356,4882152.03338911,8190,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8792,,AERIAL,I,,6300,,{3D233B7B-90BB-4FD5-AC09-C4A7E0BBA206}
-9821734.11028188,4882153.30357216,8191,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,8794,,AERIAL,I,,6302,,{C240AB5D-CDB2-4D07-90FA-8D928F8B9B0D}
-9821660.62218494,4882154.0839337,8192,No Parking 2am-5am,"12"" X 18""", ,Streetlight, ,Parking, ,R7-2,Champaign,8795,,AERIAL,I,,6303,,{C7232FA9-5E9F-41A0-8A4D-3E87F63B8767}
-9821618.05940992,4882154.64141424,8193,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,8796,,AERIAL,I,,6304,,{A23F9ACA-9CAD-44D0-8AB9-14803A9BF17C}
-9821621.16298473,4882169.70371902,8194,No Parking to Corner,"12"" X 18""", ,Streetlight, ,Parking, ,HR7-11,Champaign,8797,,AERIAL,I,,6100,,{2C22FBF7-43C7-41C7-8552-0ECFCC872779}
-9821621.16298473,4882169.70371902,8195,No Parking 2am-5am,"12"" X 18""", ,Streetlight, ,Parking, ,R7-2,Champaign,8798,,AERIAL,I,,6100,,{CBFD1F3E-7902-4033-9B94-E859326C2E55}
-9821673.00639034,4882167.34686498,8196,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8799,,AERIAL,I,,6305,,{106AD0D6-D50D-4913-B5EE-DDCDAF5DB027}
-9821690.45363949,4882167.17602174,8197,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8800,,AERIAL,I,,6306,,{6F4AE330-65BA-49B1-AB50-2264C3D24818}
-9821698.33693164,4882166.70505177,8198,No Parking 2am-5am,"12"" X 18""", ,Streetlight, ,Parking, ,R7-2,Champaign,8801,,AERIAL,I,,6307,,{9899F071-90DB-4B33-9558-187B20C72489}
-9821734.64816337,4882166.60059651,8199,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,8802,,AERIAL,I,,6308,,{9C2E69BE-5AFB-4CFC-9C8C-3F75944AE154}
-9821756.59570535,4882206.05425925,8200,No Parking to Corner,"12"" X 18""", ,Unpunched Telespar,,Parking, ,HR7-11,Champaign,8803,,AERIAL,I,,6309,,{D4BBDAE5-8207-433B-9E1E-01A8E41B757D}
-9821756.59570535,4882206.05425925,8201,No Parking 2am-5am,"12"" X 18""", ,Unpunched Telespar,,Parking, ,R7-2,Champaign,8804,,AERIAL,I,,6309,,{E90B44E0-82B7-4B08-9476-1F0F8DB824A6}
-9821756.48409951,4882231.6032,8202,No Parking 2am-5am to fire hydrant,"12"" X 18""", ,Streetlight, ,Parking,,R7-2,Champaign,8805,,AERIAL,I,,6310,,{E756EEF6-7398-43CC-9B47-CB7F7B743D73}
-9821757.17602428,4882287.52470345,8203,No Parking 2am-5am,"12"" X 18""", ,Streetlight, ,Parking, ,R7-2,Champaign,8806,,AERIAL,I,,6311,,{897F599E-12C2-4CA0-B8A4-E8325D487160}
-9821820.34354397,4881991.18204643,8204,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8807,,AERIAL,I,,6312,,{9AB98645-3D1A-43CA-A9E0-FC19F072827A}
-9821782.36120366,4881974.05501494,8205,One Way Right,"24"" X 30""", ,Streetlight, ,Regulatory, ,R6-2R,Champaign,8808,,AERIAL,I,,6104,,{F0E942BA-AB19-40FB-A20A-F77D15701A3E}
-9821773.14693246,4881813.05219166,8206,One Way Left,"18"" X 24""", ,Streetlight, ,Regulatory, ,R6-2L,Champaign,8809,,AERIAL,I,,6313,,{35FC9268-9DE1-4EA2-86B6-A1F2A3CD1ED8}
-9821773.14693246,4881813.05219166,8207,One Way Right,"18"" X 24""", ,Streetlight, ,Regulatory,back to back,R6-2R,Champaign,8810,,AERIAL,I,,6313,,{E0AEA989-0C05-442D-A7C0-7405E070BA3E}
-9821846.03888228,4881796.5628134,8208,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory,back to back,R6-1R,Champaign,8811,,AERIAL,I,,6246,,{79172CB8-83A6-4889-8069-1E61EDB39758}
-9822559.69231328,4881256.73309525,8209,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,8812,,AERIAL,I,,6314,,{A8CADE63-B2FE-44AC-9966-606CE83A86AB}
-9822334.7578028,4881631.62061456,8210,Stop,"30""",4-Way,Punched Telespar, ,Regulatory, ,R1-1,Champaign,8813,,AERIAL,I,,6315,,{44133385-D800-4ECC-AB9C-1F2233C1C16E}
-9822324.25024951,4881455.49399054,8211,Stop,"30""",4-Way,Punched Telespar,2009,Regulatory, ,R1-1,Champaign,8814,,AERIAL,I,,6316,,{128E2C55-2E25-4586-97E0-CEA05E310E1E}
-9822329.16064465,4881430.91144414,8212,Stop,"30""",4-Way,Unpunched Telespar,2009,Regulatory,,R1-1,Champaign,8815,,AERIAL,I,,6317,,{2A848F48-6BBF-41A7-AC1A-3C84B320FB55}
-9822322.70193377,4881285.98111313,8213,Stop,"30""", ,Streetlight, ,Regulatory, ,R1-1,Champaign,8816,,AERIAL,I,,5937,,{6EB74DC5-44F7-499D-8F44-09A8E2D54272}
-9822329.11715968,4881257.56003341,8214,Stop,"30""", ,Streetlight, ,Regulatory, ,R1-1,Champaign,8817,,AERIAL,I,,6318,,{0C016D7B-E7A3-4FD2-827E-369C8087B968}
-9822306.22955215,4881426.84944647,8215,Stop,"30""", ,Streetlight,2009,Regulatory, ,R1-1,Champaign,8818,,AERIAL,I,,6319,,{8461787C-116D-41B8-9924-1D18EC74FA64}
-9822302.25863119,4881450.74509644,8216,Stop,"30""", ,Punched Telespar,2009,Regulatory, ,R1-1,Champaign,8819,,AERIAL,I,,6320,,{8657E6A6-BA02-477B-BF38-1AB8344E780D}
-9822307.75588593,4881625.89557273,8217,Stop,"30""",4-Way,Streetlight, ,Regulatory, ,R1-1,Champaign,8820,,AERIAL,I,,6321,,{A70B4C16-1296-4793-98D2-A183143AA7CA}
-9821925.46542564,4881415.63478154,8218,No Parking,"12"" X 18""", ,U-Channel, ,Parking,,R7-1,Champaign,8821,,AERIAL,I,,6322,,{0615A77B-5CC7-49DC-BBAA-C12020D77366}
-9821931.82453187,4881463.10082165,8219,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8822,,AERIAL,I,,6323,,{AC93C646-5B49-446A-B3A0-07A542AEF391}
-9821934.49900785,4881531.67669078,8220,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8823,,AERIAL,I,,6324,,{F69C18A0-3A5D-4A57-95BD-FD303A4B56C7}
-9821892.69079198,4881990.15930416,8221,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8824,,AERIAL,I,,6325,,{15340B7D-E3A2-45E9-9B40-4650297DC53D}
-9822324.94786125,4881779.21041884,8222,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,8825,,AERIAL,I,,6326,,{2D767707-338E-4C16-9D15-DFAD95AC9EB1}
-9822353.60150087,4881648.59906739,8223,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,8826,,AERIAL,I,,6327,,{3E039802-F783-4A32-BC21-A24A492E4DBB}
-9822479.03268626,4881648.38926169,8224,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,8827,,AERIAL,I,,6328,,{3E93F8CA-C098-415C-81F4-4CAE34CACADE}
-9822480.42646978,4881630.42665109,8225,Push Button to Cross Sticker,"8"" X 12""", ,Punched Telespar, ,Regulatory,,R10-3,Champaign,8828,,AERIAL,I,,6329,,{2F8D97C2-EA8E-4FAB-9A0E-AD35340F09BD}
-9823231.36991869,4883052.01154962,8226,No Parking,"12"" X 18""",,Streetlight, ,Parking, ,R7-1,Champaign,8830,,AERIAL,K,,6330,,{CF8BF40D-F643-4E99-BE1A-325F2637F100}
-9823229.81868325,4882975.3684779,8227,No Parking 2am-5am,"12"" X 18""",,Streetlight, ,Parking, ,R7-2,Champaign,8831,,AERIAL,K,,6331,,{5F7F15B0-2738-47FE-8FE1-3FFA5B5A53D6}
-9823233.60343731,4882914.73247427,8228,No Parking,"12"" X 18""",,Streetlight, ,Parking, ,R7-1,Champaign,8832,,AERIAL,K,,6332,,{D4724058-4D44-46BD-9581-B0F88DE37EB1}
-9823213.96814796,4882891.13533262,8229,No Parking 30 min Loading Zone 8am-6pm Mon-Fri,"12"" X 18""",,Streetlight, ,Parking,,R7-2,Champaign,8833,,AERIAL,K,,6333,,{6BC0351E-3074-4F31-8155-F961D6DB4DCD}
-9823218.28638612,4882942.08436018,8230,No Parking 2am-5am,"12"" X 18""",,Streetlight, ,Parking, ,R7-2,Champaign,8834,,AERIAL,K,,6334,,{09C297A0-BAD4-4DA5-82C9-A3AE45D448A7}
-9823231.36991869,4883052.01154962,8231,No Parking Loading Zone,"18"" X 24""",please turn off your engine,Punched Telespar, ,Parking, ,R7-6,Champaign,8835,,AERIAL,K,,6330,,{889FFE1F-A1D1-4975-8D30-41F5AF659AC6}
-9823218.93615259,4883082.4888134,8232,No Parking Loading Zone,"18"" X 24""", ,Streetlight, ,Parking, ,R7-6,Champaign,8836,,AERIAL,K,,6335,,{D4B436A2-C642-41CE-BE27-7651AB79A29C}
-9823218.93615259,4883082.4888134,8233,No Parking 2am-5am,"12"" X 18""", ,Streetlight, ,Parking, ,R7-2,Champaign,8837,,AERIAL,K,,6335,,{DE4DB049-1851-4F51-B663-DC84BCB1860E}
-9823102.48747625,4883374.63077738,8234,No Parking to fire hydrant,"12"" X 18""", ,Punched Telespar, ,Parking,,R7-1,Champaign,8838,,AERIAL,K,,6336,,{76C962E0-7305-42DB-B558-F768B0933FAF}
-9823102.48747625,4883374.63077738,8235,Buses Only,"12"" X 18""", ,Punched Telespar, ,School, ,N/A,Champaign,8839,,AERIAL,K,,6336,,{599364F2-1A2D-45DA-A27A-0E2DA158CB08}
-9823037.40010218,4883374.72200401,8236,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8840,,AERIAL,K,,6337,,{E2B02529-A1DB-4CC8-B5A8-E68B211AE439}
-9822988.09345365,4883374.56239174,8237,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8841,,AERIAL,K,,6338,,{36911A56-CF30-48E8-B376-567CF4993807}
-9822924.0240172,4883374.93095468,8238,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8842,,AERIAL,K,,6339,,{4D5352AA-0DA5-4A90-97EF-C2CE49F94169}
-9821846.03888228,4881796.5628134,8239,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory,back to back,R6-1L,Champaign,8843,,AERIAL,I,,6246,,{CE0B42B2-E911-4D03-81EE-CBD45E46267D}
-9822309.83986273,4881786.6059574,8240,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory,back to back,R6-1R,Champaign,8844,,AERIAL,I,,6340,,{28661D42-2DAF-4592-AFF5-C36AF37F8077}
-9822309.83986273,4881786.6059574,8241,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory,back to back,R6-1L,Champaign,8845,,AERIAL,I,,6340,,{D7A20795-3C15-4107-AAE4-0623BC1181F9}
-9822334.63831922,4882054.92491218,8242,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory,back to back,R6-1R,Champaign,8852,,AERIAL,I,,6342,,{B6DD8294-7D64-417D-A556-A6B4F04F1E7C}
-9822334.63831922,4882054.92491218,8243,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory,back to back,R6-1L,Champaign,8853,,AERIAL,I,,6342,,{8E19803B-A306-40A1-8E17-FB462A23D0CF}
-9822326.68816108,4881813.94696983,8244,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory,back to back,R6-1L,Champaign,8854,,AERIAL,I,,6343,,{8BCC6D20-D030-4471-A207-B15B854F236E}
-9822326.68816108,4881813.94696983,8245,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory,back to back,R6-1R,Champaign,8855,,AERIAL,I,,6343,,{1F63200F-C584-47E5-8D6B-1195D246A67B}
-9821607.61324007,4881638.92703654,8246,One Way Right,"12"" X 36""",EXCEPT BIKES,Unpunched Telespar, ,Regulatory,back to back,R6-1R,Champaign,8856,,AERIAL,I,,6102,,{B27AC824-9AB3-444A-9217-FFC799CDEE8E}
-9821607.61324007,4881638.92703654,8247,One Way Left,"12"" X 36""", ,Unpunched Telespar, ,Regulatory,back to back,R6-1L,Champaign,8857,,AERIAL,I,,6102,,{2872C22A-7CBD-4EE3-A688-14347A7A00A6}
-9821750.25837951,4882322.8496513,8248,One Way Right,"18"" X 24""", ,Traffic Signal Standard, ,Regulatory, ,R6-2R,IDOT,8858,,AERIAL,I,,6344,,{C5409E74-E4DF-4DDF-A5F3-CD53A9C248FE}
-9821596.37567232,4881801.47170067,8249,One Way Right,"18"" X 24""", ,Punched Telespar, ,Regulatory, ,R6-2R,Champaign,8859,,AERIAL,I,,6345,,{EB82E0A6-29B9-4B8E-B7B0-CD670238AABD}
-9821603.31537411,4881794.01322352,8250,One Way Right,"18"" X 24""", ,Streetlight, ,Regulatory,,R6-2R,Champaign,8860,,AERIAL,I,,6346,,{77F9C4A7-6758-41C0-BA42-6286D34EAA39}
-9821752.38918485,4882346.35723186,8251,One Way Left,"18"" X 24""", ,Streetlight, ,Regulatory, ,R6-2L,Champaign,8861,,AERIAL,I,,6347,,{F4944A93-2715-4B98-A6E8-DD565562565B}
-9821752.38918485,4882346.35723186,8252,One Way Right,"18"" X 24""", ,Streetlight, ,Regulatory, ,R6-2R,Champaign,8862,,AERIAL,I,,6347,,{F41D8499-EED4-47AB-AC1B-30965E05E10F}
-9821782.58003459,4882344.58950946,8253,One Way Left,"18"" X 24""", ,Streetlight, ,Regulatory, ,R6-2L,Champaign,8863,,AERIAL,I,,6348,,{18C90608-FA57-42A6-8A82-BA0EAD50BA05}
-9821787.43868634,4882321.81105733,8254,One Way Right,"18"" X 24""", ,Streetlight,2014,Regulatory, ,R6-2R,Champaign,8864,,AERIAL,I,,6349,,{E18F8B06-367E-4F1D-B819-B7793ECB0155}
-9821787.43868634,4882321.81105733,8255,One Way Left,"18"" X 24""", ,Streetlight, ,Regulatory, ,R6-2L,Champaign,8865,,AERIAL,I,,6349,,{27F2F8C2-5A92-4906-80F7-E8924186C908}
-9821776.51981387,4882259.50210055,8256,One Way Left,"12"" X 36""", ,Streetlight, ,Regulatory, ,R6-1L,Champaign,8866,,AERIAL,I,,6350,,{4539A6A0-99EF-4899-BEFD-AD73DB67B052}
-9821775.12921184,4882174.54418886,8257,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1R,Champaign,8867,,AERIAL,I,,6351,,{63C0BB77-9E93-46C2-B5CD-BF4A9E458AE7}
-9821775.12921184,4882174.54418886,8258,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1L,Champaign,8868,,AERIAL,I,,6351,,{850AE0E4-9E67-4386-A887-5CE34B3A194C}
-9821749.23817355,4882152.60451177,8259,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1R,Champaign,8871,,AERIAL,I,,6103,,{9F50D4B1-9B87-4D67-85E5-3BD64F7E723D}
-9821690.45363949,4882167.17602174,8260,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1L,Champaign,8872,,AERIAL,I,,6306,,{0A364135-97E5-4609-87D6-938CDD758A68}
-9821756.95336297,4882230.49720123,8261,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1R,Champaign,8873,,AERIAL,I,,6353,,{0B1EA9F4-50F4-400E-BD12-79129DDAC4DF}
-9821930.92571844,4881989.41295536,8262,Stop Here for Ped,"36"" X 36""", ,Streetlight,2019,Regulatory, ,R1-5B,Champaign,8874,,AERIAL,I,,6354,,{2B7102C3-355D-4003-A0AC-993672B6BD1D}
-9822354.63016687,4881631.72236316,8263,No Parking to Corner,"12"" X 18""", ,Streetlight, ,Parking, ,HR7-11,Champaign,8875,,AERIAL,I,,6355,,{57682BDF-AE94-4ECE-9CFB-CA5E77BA1281}
-9822157.53047697,4881633.36235896,8264,No Parking to Corner,"12"" X 18""", ,Streetlight, ,Parking, ,HR7-11,Champaign,8876,,AERIAL,I,,6356,,{A564DEBD-DC61-4FAE-A36C-75ADF272FEED}
-9822273.46938393,4881650.32306064,8265,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,8877,,AERIAL,I,,6357,,{291AC2A1-EBFE-42B3-A159-D3731FA17859}
-9822308.66392791,4881661.98791967,8266,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,8878,,AERIAL,I,,6358,,{255091A1-D75B-4558-9C56-52E4B49C4B9E}
-9822309.90003982,4881775.08411228,8267,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,8879,,AERIAL,I,,6359,,{600D073B-2048-42FA-80A1-9F1B18BEA0BE}
-9822117.8899022,4881577.67668631,8268,No Parking 3am-5am,"12"" X 18""", ,Streetlight,2018,Parking,,R7-1,Champaign,8880,,AERIAL,I,,6360,,{C2CE2B2E-983C-4BAA-A6CF-7243511EE3D9}
-9822127.69411489,4881516.17271962,8269,No Parking in Alley,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8881,,AERIAL,I,,6361,,{0A6FED3A-162F-406C-B5B1-76536DA087DF}
-9822143.36600816,4881517.10476729,8270,No Parking in Alley,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8882,,AERIAL,I,,6362,,{5CD70781-8BE4-4954-9424-A16CA334F7A7}
-9822246.02321701,4881450.12321443,8271,No Parking 30 min Loading Zone Commercial Vehicles Only,"18"" X 24""", ,Punched Telespar, ,Parking,,R7-1,Champaign,8883,,AERIAL,I,,6363,,{E618D4EE-F388-4C54-B29B-48B7C5EA313C}
-9822272.42232491,4881452.047735,8272,No Parking 30 min Loading Zone Commercial Vehicles Only,"18"" X 24""", ,Punched Telespar, ,Parking,,R7-1,Champaign,8884,,AERIAL,I,,6364,,{2A00D991-F6A3-449A-8722-77C0C762600B}
-9822292.96010634,4881448.80842405,8273,No Parking to Corner,"12"" X 18""", ,Punched Telespar,2015,Parking, ,HR7-11,Champaign,8885,,AERIAL,I,,6365,,{16333682-F6BB-4E5A-BA0D-947D25A276E0}
-9822136.31592699,4881433.59345339,8274,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,8887,,AERIAL,I,,6366,,{80C03D75-9B4C-47D9-AF43-6A88BE308761}
-9822115.68002023,4881416.54503202,8275,No Parking 2am-5am,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-2,Champaign,8888,,AERIAL,I,,6367,,{124ADABE-23B0-45B5-B4BB-5486C82A1B4B}
-9822173.48282384,4881349.966649,8276,No Parking in Alley,"12"" X 18""", ,Power Pole, ,Parking,back to back,R7-1,Champaign,8889,,AERIAL,I,,6368,,{B68EA664-B2DA-497A-88DC-E47D560F9C93}
-9822173.48282384,4881349.966649,8277,No Parking in Alley,"12"" X 18""", ,Power Pole, ,Parking,back to back,R7-1,Champaign,8890,,AERIAL,I,,6368,,{D07F0AFB-8C54-4EAF-B34C-26F20AE943A2}
-9822224.87435566,4881370.76019453,8278,No Parking in Alley,"12"" X 18""", ,Power Pole, ,Parking,back to back,R7-1,Champaign,8891,,AERIAL,I,,6369,,{1D8FA21A-DFAF-4D94-AEC3-070C67004489}
-9822224.87435566,4881370.76019453,8279,No Parking in Alley,"12"" X 18""", ,Power Pole, ,Parking,back to back,R7-1,Champaign,8892,,AERIAL,I,,6369,,{640D9AA8-E82D-4BDE-89FD-EE8251886251}
-9822226.37758448,4881374.98488774,8280,No Parking in Alley,"12"" X 18""", ,U-Channel, ,Parking,,R7-1,Champaign,8893,,AERIAL,I,,6370,,{A1D6C9C0-0610-49FE-B131-94BEB35C299E}
-9822260.83035938,4881373.42405876,8281,No Parking in Alley,"12"" X 18""", ,Power Pole, ,Parking, ,R7-1,Champaign,8894,,AERIAL,I,,6371,,{B3F79730-9D39-471B-AE5A-AD2FBECFDA7F}
-9822142.40822903,4881279.60900525,8282,No Parking to Corner,"12"" X 18""", ,Unpunched Telespar,2016,Parking, ,HR7-11,Champaign,8895,,AERIAL,I,,6372,,{A95D047B-9045-4C28-A797-5A66EF8130C0}
-9822276.24661244,4881278.35158161,8283,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,8896,,AERIAL,I,,6373,,{ADF70DDA-DC66-4EA7-AF64-80E0B7F73F00}
-9822292.29008738,4881278.48459303,8284,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8897,,AERIAL,I,,6374,,{489C8276-33FA-475E-A7DE-7F15678BF1B4}
-9822211.37199758,4881098.28216624,8285,One Way Right,"12"" X 36""", ,Streetlight, ,Regulatory, ,R6-1R,Champaign,8898,,AERIAL,I,,6375,,{375E693F-7EA6-4F88-B1D9-1442CFE35205}
-9822211.37199758,4881098.28216624,8286,One Way Left,"12"" X 36""", ,Streetlight, ,Regulatory,back to back,R6-1L,Champaign,8899,,AERIAL,I,,6375,,{FEC71A8F-A31F-454A-9D9A-69D5919133CA}
-9822213.8284792,4881250.29242235,8287,Permit Parking Only,"12"" X 18""", ,Power Pole, ,Parking,,PPO,Champaign,8901,,AERIAL,I,,6376,,{35D32993-79A2-43AE-9010-C5B243E86A97}
