X,Y,OBJECTID,Sign_Type,Size_,Supplement,Sign_Post,Year_Insta,Category,Notes,MUTCD,Ownership,FACILITYID,Schools,Location_Adjusted,Replacement_Zone,Sign_Text,Set_ID,FieldVerifiedDate,GlobalID
-9823569.98564515,4882188.79501301,6123,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1R,Champaign,6581,,AERIAL,G,,4628,,{8A33C34D-323C-4351-B4E4-B7D08AEF044C}
-9823578.75154882,4882269.35557995,6124,One Way Right,"12"" X 36""", ,Unpunched Telespar, ,Regulatory, ,R6-1R,Champaign,6582,,AERIAL,G,,4689,,{8F61C222-4FC3-439F-9B87-EBE93A693AAA}
-9823575.01064922,4882333.91618482,6125,One Way Right,"18"" X 24""", ,Traffic Signal Standard, ,Regulatory, ,R6-2R,IDOT,6583,,AERIAL,G,,4684,,{BDB0CA80-99FF-4DEA-8941-9BD060E55836}
-9823575.01064922,4882333.91618482,6126,One Way Left,"18"" X 24""", ,Traffic Signal Standard, ,Regulatory, ,R6-2L,IDOT,6584,,AERIAL,G,,4684,,{E04E1C6F-E73D-4E0D-9BA0-AC5018375940}
-9823605.51264885,4882337.05878118,6127,One Way Left,"18"" X 24""", ,Traffic Signal Standard, ,Regulatory, ,R6-2L,IDOT,6585,,AERIAL,G,,4511,,{226DD3FD-9E7D-4DEF-944B-165EB14EFACC}
-9823603.63741281,4882306.97075603,6128,One Way Right,"18"" X 24""", ,Traffic Signal Standard, ,Regulatory, ,R6-2R,IDOT,6586,,AERIAL,G,,4690,,{D02588A2-4811-40EF-93DF-EC711C8BE743}
-9823603.63741281,4882306.97075603,6129,One Way Left,"18"" X 24""", ,Traffic Signal Standard, ,Regulatory, ,R6-2L,IDOT,6587,,AERIAL,G,,4690,,{AEDD54BD-E702-41E3-AF47-A44EB5917319}
-9823597.5065119,4882251.42268649,6130,One Way Left,"12"" X 36""", ,Streetlight, ,Regulatory, ,R6-1L,Champaign,6588,,AERIAL,G,,4691,,{D67BDE22-3564-43ED-AA36-2EBC9C5B43BC}
-9823604.00164025,4882176.17219975,6131,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1L,Champaign,6589,,AERIAL,G,,4513,,{486E7B0E-68B1-4EEE-93F0-4ABA034FECAB}
-9823604.00164025,4882176.17219975,6132,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1R,Champaign,6590,,AERIAL,G,,4513,,{B392B342-36E2-4B61-9973-DA4349B630D5}
-9823597.24050914,4882107.97063716,6133,One Way Left,"12"" X 36""", ,Unpunched Telespar, ,Regulatory, ,R6-1L,Champaign,6591,,AERIAL,G,,4692,,{5438E691-13E5-4E8D-ABEC-B21F9D35AB1E}
-9823596.74006653,4882074.20810147,6134,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1L,Champaign,6592,,AERIAL,G,,4693,,{65CE56C6-A272-4C8B-8225-9412BEC185A9}
-9822654.17050082,4879161.93052212,6135,Streetname - Campustown,"6"" X 30""", ,Streetlight, ,Streetname,Streetname - Campustown ,N/A,Champaign,6593,,AERIAL,F,S. First St.,4694,,{7F457136-DDE6-4BD4-9F48-705A981F9DDC}
-9822649.9840798,4878641.83893233,6136,Streetname - Campustown,"6"" X 30""", ,Streetlight, ,Streetname,Streetname - Campustown ,N/A,Champaign,6594,,AERIAL,F,S. First St.,4695,,{C60054DB-95D6-4A09-8E36-29530B1F99B9}
-9823601.31355384,4881977.24476014,6137,One Way Left,"18"" X 24""", ,Traffic Signal Mast Arm, ,Regulatory, ,R6-2L,Champaign,6595,,AERIAL,G,,4514,,{D1BD1567-EE28-40DD-BC62-48D8627AF55A}
-9823604.44146837,4881949.82614026,6138,One Way Right,"18"" X 24""", ,Traffic Signal Standard, ,Regulatory, ,R6-2R,Champaign,6596,,AERIAL,G,,4670,,{EB481485-F413-4285-891F-224289299A97}
-9823604.44146837,4881949.82614026,6139,One Way Left,"18"" X 24""", ,Traffic Signal Standard, ,Regulatory, ,R6-2L,Champaign,6597,,AERIAL,G,,4670,,{4447559E-574C-46B1-A992-95267BF5EC4B}
-9823602.24289376,4881785.89054487,6140,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1L,Champaign,6598,,AERIAL,G,,4585,,{8B68177C-B592-4A4A-884E-CE5FAF355E28}
-9823602.24289376,4881785.89054487,6141,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1R,Champaign,6599,,AERIAL,G,,4585,,{7A3E636A-D377-49B6-925F-2BF0252B329A}
-9823593.66003245,4881554.08201547,6142,One Way Left,"18"" X 24""", ,Punched Telespar, ,Regulatory, ,R6-2L,Champaign,6600,,AERIAL,G,,4516,,{29040D0D-8686-4CA9-9196-AD80D51434D6}
-9823598.81638651,4881470.77419801,6143,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1L,Champaign,6601,,AERIAL,G,,4517,,{FA96D31C-3C0A-4FC7-A0C1-5800CA639415}
-9823598.81638651,4881470.77419801,6144,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1R,Champaign,6602,,AERIAL,G,,4517,,{58D25297-84C4-46BE-B8A0-710D129C793F}
-9823594.90144518,4881198.34269029,6145,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1R,Champaign,6603,,AERIAL,G,,4518,,{FBEC8FFB-FDBC-4753-822E-FF117871C9D7}
-9823594.90144518,4881198.34269029,6146,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1L,Champaign,6604,,AERIAL,G,,4518,,{CB845B75-6E13-4931-A004-1BF1A4B197E0}
-9823567.07375424,4881211.05366733,6147,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1L,Champaign,6605,,AERIAL,G,,4588,,{FD902F4D-FBC9-4360-8267-9FF98484F206}
-9823567.07375424,4881211.05366733,6148,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-2R,Champaign,6606,,AERIAL,G,,4588,,{DBDC2084-740F-4B8E-8556-4464A7B61C3B}
-9823593.69611856,4881074.42967612,6149,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1R,Champaign,6607,,AERIAL,G,,4519,,{B9AD8154-D44F-4D7A-A077-9C1E4C4D500C}
-9823593.50097427,4881074.65231567,6150,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1L,Champaign,6608,,AERIAL,G,,4519,,{BBEDAFF7-9C90-4FEC-914D-CB4262BAFF98}
-9823563.85609501,4881087.61236446,6151,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1L,Champaign,6609,,AERIAL,G,,4696,,{3AD78838-3228-45C9-9510-7FCEA9EF8348}
-9823563.62676127,4881087.41264119,6152,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1R,Champaign,6610,,AERIAL,G,,4696,,{35BB68CB-BE68-41FF-B27D-77CAC7AD890C}
-9823411.90952376,4881073.40797441,6153,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1L,Champaign,6611,,AERIAL,G,,4697,,{336EDC94-1C1C-4640-9C04-C9CA30C9EED5}
-9823412.71022259,4881073.17991127,6154,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1R,Champaign,6612,,AERIAL,G,,4631,,{59F7D6B4-4BB0-4661-AF2A-2C145B76C6A1}
-9823377.98753386,4881100.01104917,6155,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1R,Champaign,6613,,AERIAL,G,,4698,,{CAFC1012-1156-4CE6-9744-CCB9E88EFA24}
-9823377.74599524,4881099.87802725,6156,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1L,Champaign,6614,,AERIAL,G,,4698,,{8DE9596A-7FDF-428A-84E1-06B0FBD114A6}
-9823411.59244196,4881196.91733536,6157,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1L,Champaign,6615,,AERIAL,G,,4633,,{B8DD603F-F0D5-4951-B216-CBE5FF91BFB7}
-9823378.82280282,4881213.07716839,6158,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory,,R6-1L,Champaign,6616,,AERIAL,G,,4521,,{EBA6D1B8-061A-4D2D-AAEB-77D4E90B40F1}
-9823378.82280282,4881213.07716839,6159,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory,,R6-1R,Champaign,6617,,AERIAL,G,,4521,,{462B5ECD-0DC7-4FE0-8055-6AB51602F567}
-9828180.92711784,4877005.31090367,6160,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,6618,,AERIAL,E,Weeping Cherry Dr,4699,,{FE147FA9-F05F-416A-9E86-C9319A931519}
-9828080.15014503,4879253.17729216,6161,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,6619,,AERIAL,E,Southmoor Dr,4700,,{DCA3CE0E-E01C-487C-8BE3-A2107C57ED04}
-9827862.09147022,4878492.6649449,6162,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,6620,,AERIAL,E,Rebecca Dr,4701,,{FB780110-0A5B-4CDE-8111-C8BF3F999924}
-9827870.12300978,4879130.47807858,6163,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,6621,,AERIAL,E,Rebecca Dr,4702,,{EBB9B46E-02DF-431D-9571-FDA2444893B7}
-9827269.68672525,4880217.77898153,6164,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,6622,,AERIAL,D,W Kirby Ave,4703,,{796881D4-F72B-4C65-9D36-2CE8E747007B}
-9828774.36399505,4877006.38561126,6165,Streetname,"6"" X 30""", ,Old Metal Post, ,Streetname,,D3-1,Champaign,6623,,AERIAL,E,River Oak Dr,4704,,{F4B65314-205C-4F03-B184-7D003FB60EC4}
-9828949.78991636,4877173.16128488,6166,Streetname,"8"" X 36""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,6624,,AERIAL,E,S Duncan Rd,4705,,{C55CC291-36DD-4880-A840-F3DB5FAF2AB8}
-9828761.24417821,4877180.87099828,6167,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,6625,,AERIAL,E,Wedgewood Dr,4706,,{D8C6543D-9DC1-42DF-8D4F-BD4327E52576}
-9828587.15326212,4877226.37559919,6168,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,6626,,AERIAL,E,Wedgewood Dr,4707,,{F197F900-0941-4F53-B584-4F19D1692170}
-9828475.32245167,4877208.99214637,6169,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,6627,,AERIAL,E,Wedgewood Dr,4708,,{7510ABCF-4C15-41E8-9EB9-727AECEA7864}
-9828125.29235954,4877152.48377322,6170,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,6628,,AERIAL,E,Wedgewood Dr,4709,,{95F9296D-5556-430B-BFCC-AD8CFB8E12C9}
-9828357.82102876,4877128.72874948,6171,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,6629,,AERIAL,E,Wedgewood Dr,4710,,{58388EFA-FE4F-465C-A9CA-9300AD94026D}
-9827269.68672525,4880217.77898153,6172,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,6630,,AERIAL,D,,4703,,{65FEA121-18F4-4EAD-880D-82269E15BAEB}
-9828774.54916174,4877010.52708084,6173,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,6631,,AERIAL,E,,4711,,{126E0253-1CBD-4395-BA77-554AEB43F9DD}
-9828949.78991636,4877173.16128488,6174,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,6632,,AERIAL,E,,4705,,{5DDCA8F8-B65D-426E-8507-D94DA9C5CA14}
-9828761.24417821,4877180.87099828,6175,Stop,"30""",Cross Traffic Does Not Stop,Punched Telespar,2018,Regulatory, ,R1-1,Champaign,6633,,AERIAL,E,,4706,,{45B157F5-D18A-44AD-985B-2EFB60FAEF02}
-9828587.15326212,4877226.37559919,6176,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,6634,,AERIAL,E,,4707,,{0F7E32E2-F8B2-478C-9172-3DE7536D42FC}
-9828475.32245167,4877208.99214637,6177,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,6635,,AERIAL,E,,4708,,{661C251B-9F18-4679-9972-4D3FDC5EEAE8}
-9828357.82102876,4877128.72874948,6178,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,6636,,AERIAL,E,,4710,,{9CD2EC6A-4F16-49CA-86C0-6CB90E8DAD78}
-9828742.21556663,4877155.15387744,6179,Stop,"30""",Cross Traffic Does Not Stop,Punched Telespar,2018,Regulatory, ,R1-1,Champaign,6637,,AERIAL,E,,4712,,{9D45A069-CFDA-4C85-A6E3-01A7228F7F5B}
-9827980.38744937,4879400.92422876,6180,30 mph Speed Limit,"24"" X 30""", ,Unpunched Telespar, ,Regulatory, ,R2-1,Champaign,6638,,AERIAL,E,,4713,,{F38191D5-0D3E-4DE7-8963-92F8668A9FC7}
-9828035.22763295,4878926.36570854,6181,30 mph Speed Limit,"24"" X 30""", ,Unpunched Telespar, ,Regulatory, ,R2-1,Champaign,6639,,AERIAL,E,,4714,,{74B69B7C-3B2E-4042-878C-924115018069}
-9827928.41601386,4876960.12419614,6182,Pedestrian Crossing,"30""",Ahead,Punched Telespar, ,Warning, ,W11-2,Champaign,6640,,AERIAL,E,,4715,,{19DD7F60-5F8E-44D5-9B37-D0B70A51BB1D}
-9828036.60066734,4878898.42117934,6183,School Zone,"30""",Ahead,Unpunched Telespar,2014,School, ,S1-1,Champaign,6641,Robeson,AERIAL,E,,4716,,{047EB6BC-925F-43DD-BB84-584229ED39EE}
-9827979.69240754,4879292.81407234,6184,End School Zone,"24"" X 30""", ,Punched Telespar, ,School, ,S5-2,Champaign,6642,Robeson,AERIAL,E,,4717,,{456DEC06-0451-40B3-89BA-6867A0D18523}
-9827994.18448271,4879447.30546829,6185,School Zone,"30""",Ahead,Unpunched Telespar, ,School, ,S1-1,Champaign,6643,Robeson,AERIAL,E,,4718,,{9A9B3034-D502-4681-8143-34A4FE4A97C4}
-9828101.15616711,4879250.62875915,6186,Pedestrian Crossing,"30""",Arrow Down Left,Punched Telespar,2014,Warning, ,W11-2,Champaign,6644,Robeson,AERIAL,E,,4719,,{3D374AE3-DFF6-40DB-B5DA-302546D868C3}
-9828183.40517459,4879252.38907821,6187,Pedestrian Crossing,"30""",Arrow Down Left,Punched Telespar, ,Warning, ,W11-2,Champaign,6645,Robeson,AERIAL,E,,4720,,{3A5A76E5-F164-4559-85CB-638FFA69DF15}
-9828187.44436676,4879238.02856248,6188,Pedestrian Crossing,"30""",Arrow Down Left,Punched Telespar, ,Warning, ,W11-2,Champaign,6646,Robeson,AERIAL,E,,4721,,{EDD42574-D38A-458E-8721-47C3FA080473}
-9828102.3255088,4879237.72920544,6189,Pedestrian Crossing,"30""",Arrow Down Left,Punched Telespar,2014,Warning,,W11-2,Champaign,6647,Robeson,AERIAL,E,,4722,,{2E5920A1-687C-479E-86BA-2C7B7FF2741C}
-9827991.79575886,4879033.28462924,6190,End School Zone,"24"" X 30""", ,Punched Telespar, ,School, ,S5-2,Champaign,6648,Robeson,AERIAL,E,,4723,,{EB0EADB5-47FC-473D-9219-30DD952A59FB}
-9827619.59511912,4876766.80070634,6191,One Way Left,"18"" X 24""", ,Punched Telespar, ,Regulatory,,R6-2L,Champaign,6649,,AERIAL,E,,4724,,{A4CADF73-5F4D-4B9D-B1D6-CEFB8A3F1376}
-9827626.89362206,4876794.17709855,6192,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,6650,,AERIAL,E,,4725,,{2064B1C7-382A-4528-931C-8630A90C3519}
-9827619.59511912,4876766.80070634,6193,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,6651,,AERIAL,E,,4724,,{E0DF09DE-5C1C-4DE8-AAFD-1FBBCE1416EA}
-9827558.78186814,4876739.39002015,6194,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,6652,,AERIAL,E,,4726,,{F2C4803D-B57C-4A1C-8E02-D0600971275D}
-9827490.20956682,4876685.67594344,6195,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,6653,,AERIAL,E,,4727,,{4C821C1B-6F3C-4549-9F95-7585029A4E5C}
-9828067.14347482,4879250.43189679,6196,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,6654,,AERIAL,E,,4728,,{F71268BA-16AD-49BB-8636-D9E4A9A1A39F}
-9828082.71448771,4879276.30146173,6197,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking,,HR7-11,Champaign,6655,,AERIAL,E,,4729,,{302D0FD6-F88C-4B5F-8B77-586887078DBF}
-9828095.37149989,4879276.23164319,6198,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking,,HR7-11,Champaign,6656,,AERIAL,E,,4730,,{D90734EE-94C7-48BF-8E5F-356557EBA671}
-9828101.15616711,4879250.62875915,6199,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking,,HR7-11,Champaign,6657,,AERIAL,E,,4719,,{1F18B813-6F8B-4820-A87B-F3E9466E49C2}
-9828183.40517459,4879252.38907821,6200,No Parking 7am-4pm on School Days,"12"" X 18""", ,Punched Telespar, ,School, ,R7-2,Champaign,6658,Robeson,AERIAL,E,,4720,,{50662287-1A4B-4AD3-817D-240EA0F7D7AA}
-9828214.74071657,4879252.76464089,6201,No Parking 7am-4pm on School Days,"12"" X 18""", ,Unpunched Telespar, ,School, ,R7-2,Champaign,6659,Robeson,AERIAL,E,,4731,,{B8495133-1AE1-42B7-9AFE-619D8F0B1FA5}
-9828447.1263945,4879243.15574577,6202,No Parking 11am-5pm,"12"" X 18""", ,Unpunched Telespar, ,Parking,,R7-2,Champaign,6660,,AERIAL,E,,4732,,{8AD8A60D-C78C-43F2-891C-84470469EF13}
-9828331.96494657,4879239.5550204,6203,No Parking 11am-5pm,"12"" X 18""", ,Punched Telespar, ,Parking,,R7-2,Champaign,6661,,AERIAL,E,,4733,,{1EB3FF3E-69EF-4435-89AA-4F0628806582}
-9828271.66109609,4879239.6156339,6204,No Parking 7am-4pm on School Days,"12"" X 18""", ,Punched Telespar, ,School, ,R7-2,Champaign,6662,Robeson,AERIAL,E,,4734,,{D0D7EB3D-0568-4566-A426-EC98A194080E}
-9828222.84474207,4879239.56834604,6205,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,6663,,AERIAL,E,,4735,,{31630932-58DA-4C29-9609-951E3F3666AC}
-9828187.44436676,4879238.02856248,6206,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,6664,,AERIAL,E,,4721,,{E55B70B3-1E9B-4973-90F0-0D1B8D541C8D}
-9828178.75518825,4879238.9435888,6207,No Parking to Corner with Right Arrow,"12"" X 18""", ,Punched Telespar, ,Parking,,HR7-11,Champaign,6665,,AERIAL,E,,4736,,{D0568134-12CF-4FA7-A90E-36CBE302637D}
-9828138.99128817,4879238.01852608,6208,No Parking 7am-4pm on School Days,"12"" X 18""", ,Punched Telespar, ,School, ,R7-2,Champaign,6666,Robeson,AERIAL,E,,4737,,{D11DE778-E9BC-4BB9-AE2F-0E557AE438A7}
-9828102.3255088,4879237.72920544,6209,No Parking 7am-4pm on School Days,"12"" X 18""", ,Punched Telespar, ,School, ,R7-2,Champaign,6667,Robeson,AERIAL,E,,4722,,{69ADD918-A6EE-44BD-BD6E-86C039C9A62D}
-9828039.1958329,4879235.95442416,6210,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,6668,,AERIAL,E,,4738,,{064C6D3E-EF09-4D36-924F-478AC0B8E4AD}
-9827991.41220658,4879188.46067162,6211,No Parking to Corner with Right Arrow,"12"" X 18""", ,Punched Telespar, ,Parking,,HR7-11,Champaign,6669,,AERIAL,E,,4739,,{E76A74E4-6C67-4F42-A3EE-BE52455DCF13}
-9827992.96447032,4879138.97014766,6212,No Parking 7am-4pm on School Days,"12"" X 18""", ,Punched Telespar, ,School, ,R7-2,Champaign,6670,Robeson,AERIAL,E,,4740,,{287EDD4E-5204-44B1-8F35-F9D570E3AD2F}
-9827992.68508504,4879116.701935,6213,No Parking 7am-4pm on School Days,"12"" X 18""", ,Punched Telespar, ,School, ,R7-2,Champaign,6671,Robeson,AERIAL,E,,4741,,{624A8C71-B20C-4AFB-A4F6-E4485D0F87F4}
-9827991.89993825,4879067.0135578,6214,No Parking 7am-4pm on School Days,"12"" X 18""", ,Punched Telespar, ,School, ,R7-2,Champaign,6672,Robeson,AERIAL,E,,4742,,{A3C9EADE-20DB-4FA1-A277-E7E18563F00C}
-9827991.79575886,4879033.28462924,6215,No Parking 7am-4pm on School Days,"12"" X 18""", ,Punched Telespar, ,School, ,R7-2,Champaign,6673,Robeson,AERIAL,E,,4723,,{7DE44DFB-1D62-4B97-9268-541D10071254}
-9826931.03336341,4879756.55196482,6216,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking,,HR7-11,Champaign,6674,,AERIAL,F,,4743,,{C160B9E2-252E-46D1-97B3-C7481D8BB6F7}
-9828195.4915741,4878581.42310043,6217,Neighborhood Watch,"18"" X 24""", ,Unpunched Telespar, ,Custom, ,N/A,Champaign,6675,,AERIAL,E,,4744,,{7F4A3072-AC61-4210-9E27-39742EE905F0}
-9827700.16892371,4879386.92414183,6218,Neighborhood Watch,"18"" X 24""", ,U-Channel, ,Custom, ,N/A,Champaign,6676,,AERIAL,E,,4745,,{C2028626-1377-4658-ABB1-1BA53C231100}
-9828135.33182069,4877144.90482239,6219,Neighborhood Watch,"18"" X 24""", ,Punched Telespar, ,Custom, ,N/A,Champaign,6677,,AERIAL,E,,4746,,{8EED86E1-7303-4551-80F5-7D4BF6CE4D01}
-9828346.98669468,4877133.36155567,6220,Neighborhood Watch,"18"" X 24""", ,Punched Telespar, ,Custom, ,N/A,Champaign,6678,,AERIAL,E,,4747,,{2247CDBA-474E-4C35-8197-859F88F6BEF9}
-9827652.33935409,4876798.56522093,6221,Right Lane Must Turn Right,"36"" X 36""", ,Punched Telespar,2019,Regulatory,,R3-7R,Champaign,6679,,AERIAL,E,,2247,,{8237DFE7-5CEA-48BC-8D77-3F1EE36B2D7B}
-9827490.21216641,4876685.69415661,6222,Lane Use -Left/Straight Only,"24"" X 36""", ,Punched Telespar, ,Regulatory,,N/A,Champaign,6680,,AERIAL,E,,4727,,{E21C5D3C-DAC2-427A-877E-7559C7FDAA52}
-9827688.2091144,4876871.22243886,6223,No U-Turn,"24"" X 24""", ,Punched Telespar, ,Regulatory, ,R3-4,Champaign,6681,,AERIAL,E,,2248,,{41D4E994-C742-4D5B-9A50-FD0660A6476E}
-9827619.59511912,4876766.80070634,6224,No U-Turn,"24"" X 24""", ,Punched Telespar, ,Regulatory, ,R3-4,Champaign,6682,,AERIAL,E,,4724,,{6251F926-7184-492D-95AE-7BE06C58DA2B}
-9827619.59511912,4876766.80070634,6225,Smoke Free Environment,"12"" X 24""", ,Punched Telespar, ,Regulatory,,N/A,Champaign,6683,Barkstall,AERIAL,E,,4724,,{C1DB60A2-CA1D-4DCE-BB34-670D5AF3CB91}
-9827976.4123987,4879033.68324068,6226,20 mph School Speed Limit,"24"" X 48""", ,Unpunched Telespar, ,School,on school days when children are present,S4-I100,Champaign,6684,Robeson,AERIAL,E,,4748,,{17D68F63-D33F-4DC0-8472-A166338FDFB7}
-9828050.50245206,4879624.78603556,6227,Pedestrian Crossing,"30""", ,Punched Telespar, ,Warning, ,W11-2,Champaign,6685,,AERIAL,E,,4749,,{993DA99C-769A-4C3A-9C94-E0025193D501}
-9828086.56588789,4879662.50063766,6228,Right Curve,"30"" X 30""",20 mph,Punched Telespar, ,Warning, ,W1-2R,Champaign,6686,,AERIAL,E,,4750,,{B3E38E36-3754-4551-998B-30670FC21485}
-9828091.81546026,4879650.02756792,6229,Pedestrian Crossing,"30""",Arrow Down,Punched Telespar, ,Warning, ,W11-2,Champaign,6687,,AERIAL,E,,4751,,{941B064E-641A-4C68-9000-E1E4BD75C232}
-9827993.0319855,4879319.38292138,6230,20 mph School Speed Limit,"24"" X 48""", ,Unpunched Telespar, ,School,on school days when children are present,S4-I100,Champaign,6688,Robeson,AERIAL,E,,4752,,{216A1B72-7DC7-4D63-B9BE-E5DA6479C702}
-9828187.44436676,4879238.02856248,6231,Do Not Block Crosswalk,"24"" X 18""", ,Punched Telespar, ,Regulatory, ,N/A,Champaign,6689,Robeson,AERIAL,E,,4721,,{1A912D60-AF05-42EE-BCBB-8A91BA02770F}
-9828178.75518825,4879238.9435888,6232,Buses Only,"18"" X 24""", ,Punched Telespar, ,School,,N/A,Champaign,6690,Robeson,AERIAL,E,,4736,,{5E26B54B-84BB-48DA-BD9D-8EE27AB6AEC8}
-9828178.75518825,4879238.9435888,6233,Buses Only,"18"" X 24""", ,Punched Telespar, ,School,,N/A,Champaign,6691,Robeson,AERIAL,E,,4736,,{C157FAEB-EC92-45D8-BA54-02CF762CCC70}
-9828202.43454182,4878691.06853196,6234,Pedestrian Crossing,"30""",Arrow Down Left,Punched Telespar,2016,Warning, ,W11-2,Champaign,6692,,AERIAL,E,,4753,,{EDFFA207-A4C3-4496-B0A9-7CF2511291B1}
-9828188.34825878,4878677.58072968,6235,Pedestrian Crossing,"30""", ,Punched Telespar,2016,Warning, ,W11-2,Champaign,6693,,AERIAL,E,,4754,,{5244BE62-0817-4F26-B480-75CEFD0E7EBE}
-9828184.98010762,4878309.48027974,6236,Pedestrian Crossing,"30""",Arrow Down Left,Punched Telespar,2016,Warning, ,W11-2,Champaign,6694,,AERIAL,E,,4755,,{25A7E2E3-7CB9-42BD-8482-7D8B13E81A3E}
-9828162.73195346,4878313.00200777,6237,Pedestrian Crossing,"30""",Arrow Down Left,Punched Telespar,2016,Warning, ,W11-2,Champaign,6695,,AERIAL,E,,4756,,{6A486F3B-9763-4CCF-8C9E-9381700D140D}
-9827437.69048786,4878141.99753185,6238,MTD Bus Stop,"12"" X 18""", ,Punched Telespar, ,MTD, ,N/A,MTD,6696,,AERIAL,E,,138,,{483D8DD2-1BF0-40E3-8D1D-0DF4FEEBEE26}
-9828055.90835568,4877135.76282473,6239,No Dumping,"30"" X 24""", ,Punched Telespar, ,Regulatory,,N/A,Champaign,6698,,AERIAL,E,,4757,,{C88A90BF-BC42-4D4E-96B0-A983860FE31E}
-9828055.6968206,4877132.70590086,6240,Object Marker,"24"" X 24""", ,Punched Telespar, ,Object Marker,,OM4-2,Champaign,6699,,AERIAL,E,,4758,,{D40AE5E1-4D3B-45EF-93B8-9752623D6F04}
-9827991.89993825,4879067.0135578,6241,Neighborhood Watch,"24"" X 36""", ,Punched Telespar, ,Custom, ,N/A,Champaign,6700,,AERIAL,E,,4742,,{69A96AF1-991C-4AF8-9224-4D312F61F541}
